system,run,capacity,attack_label,tampering_level,n_stegos,n_records,n_errors,bit-wise_accuracy,perfect_run_rate,perfect_stego_rate
story,story_cap14,14,local_paraphrase,0.2,30,90,0,0.9888888888888889,0.8444444444444444,0.7666666666666667
story,story_cap14,14,local_paraphrase,0.5,30,90,0,0.9817460317460317,0.8,0.6666666666666666
story,story_cap14,14,local_paraphrase,1.0,30,90,0,0.9738095238095238,0.7111111111111111,0.6
story,story_cap14,14,no_attack,0.0,30,30,0,0.9952380952380953,0.9333333333333333,0.9333333333333333
story,story_cap14,14,synonym,0.2,30,30,0,0.988095238095238,0.8666666666666667,0.8666666666666667
story,story_cap14,14,synonym,0.5,30,30,0,0.9904761904761905,0.9,0.9
story,story_cap14,14,synonym,1.0,30,30,0,0.9666666666666667,0.7333333333333333,0.7333333333333333
story,story_cap16,16,global_backtranslation,1.0,30,90,0,0.992361111111111,0.8777777777777778,0.8
story,story_cap16,16,global_paraphrase,1.0,30,90,0,0.9770833333333333,0.7,0.5
story,story_cap16,16,local_backtranslation,0.2,30,90,0,0.9930555555555556,0.8888888888888888,0.7666666666666667
story,story_cap16,16,local_backtranslation,0.5,30,90,0,0.992361111111111,0.8777777777777778,0.8333333333333334
story,story_cap16,16,local_backtranslation,1.0,30,90,0,0.99375,0.9,0.8333333333333334
story,story_cap16,16,local_paraphrase,0.2,30,90,0,0.9944444444444444,0.9222222222222223,0.8333333333333334
story,story_cap16,16,local_paraphrase,0.5,30,90,0,0.992361111111111,0.8888888888888888,0.8333333333333334
story,story_cap16,16,local_paraphrase,1.0,30,90,0,0.9875,0.8333333333333334,0.7666666666666667
story,story_cap16,16,no_attack,0.0,30,30,0,0.9916666666666667,0.8666666666666667,0.8666666666666667
story,story_cap16,16,synonym,0.2,30,30,0,0.99375,0.9,0.9
story,story_cap16,16,synonym,0.5,30,30,0,0.9916666666666667,0.8666666666666667,0.8666666666666667
story,story_cap16,16,synonym,1.0,30,30,0,0.9625,0.6,0.6
story,story_cap18,18,global_backtranslation,1.0,30,90,0,0.9814814814814814,0.8,0.7666666666666667
story,story_cap18,18,global_paraphrase,1.0,30,90,0,0.9796296296296296,0.7666666666666667,0.6
story,story_cap18,18,local_backtranslation,0.2,30,90,0,0.987037037037037,0.8666666666666667,0.8333333333333334
story,story_cap18,18,local_backtranslation,0.5,30,90,0,0.9858024691358024,0.8666666666666667,0.8333333333333334
story,story_cap18,18,local_backtranslation,1.0,30,90,1,0.9746913580246913,0.8111111111111111,0.7666666666666667
story,story_cap18,18,local_paraphrase,0.2,30,90,0,0.9876543209876544,0.8777777777777778,0.8666666666666667
story,story_cap18,18,local_paraphrase,0.5,30,90,0,0.9858024691358024,0.8444444444444444,0.7666666666666667
story,story_cap18,18,local_paraphrase,1.0,30,90,0,0.9808641975308643,0.7777777777777778,0.7333333333333333
story,story_cap18,18,no_attack,0.0,30,30,0,0.9888888888888889,0.9,0.9
story,story_cap18,18,synonym,0.2,30,30,0,0.9833333333333333,0.8,0.8
story,story_cap18,18,synonym,0.5,30,30,0,0.9833333333333333,0.8333333333333334,0.8333333333333334
story,story_cap18,18,synonym,1.0,30,30,0,0.961111111111111,0.6,0.6
litreview,litreview_cap14,14,global_backtranslation,1.0,30,90,0,0.9833333333333333,0.9,0.9
litreview,litreview_cap14,14,global_paraphrase,1.0,30,90,0,0.9761904761904762,0.8888888888888888,0.8
litreview,litreview_cap14,14,local_backtranslation,0.2,30,90,0,0.9928571428571428,0.9333333333333333,0.9333333333333333
litreview,litreview_cap14,14,local_backtranslation,0.5,30,90,0,0.9833333333333333,0.9,0.9
litreview,litreview_cap14,14,local_backtranslation,1.0,30,90,0,0.9833333333333333,0.9,0.9
litreview,litreview_cap14,14,local_paraphrase,0.2,30,90,0,0.9888888888888889,0.9222222222222223,0.9
litreview,litreview_cap14,14,local_paraphrase,0.5,30,90,0,0.9896825396825396,0.9222222222222223,0.9
litreview,litreview_cap14,14,local_paraphrase,1.0,30,90,0,0.9865079365079364,0.9111111111111111,0.9
litreview,litreview_cap14,14,no_attack,0.0,30,30,0,0.9928571428571428,0.9333333333333333,0.9333333333333333
litreview,litreview_cap14,14,synonym,0.2,30,30,0,0.888095238095238,0.6,0.6
litreview,litreview_cap14,14,synonym,0.5,30,30,0,0.8095238095238095,0.4,0.4
litreview,litreview_cap14,14,synonym,1.0,30,30,0,0.7166666666666667,0.16666666666666666,0.16666666666666666
litreview,litreview_cap16,16,global_backtranslation,1.0,30,90,0,0.9645833333333333,0.8555555555555555,0.8
litreview,litreview_cap16,16,global_paraphrase,1.0,30,90,0,0.9659722222222222,0.8777777777777778,0.8333333333333334
litreview,litreview_cap16,16,local_backtranslation,0.2,30,90,0,0.9729166666666667,0.8888888888888888,0.8666666666666667
litreview,litreview_cap16,16,local_backtranslation,0.5,30,90,0,0.9673611111111111,0.8666666666666667,0.8333333333333334
litreview,litreview_cap16,16,local_backtranslation,1.0,30,90,0,0.9631944444444444,0.8444444444444444,0.8333333333333334
litreview,litreview_cap16,16,local_paraphrase,0.2,30,90,0,0.9743055555555556,0.8888888888888888,0.8666666666666667
litreview,litreview_cap16,16,local_paraphrase,0.5,30,90,0,0.9659722222222222,0.8777777777777778,0.8333333333333334
litreview,litreview_cap16,16,local_paraphrase,1.0,30,90,0,0.9743055555555556,0.8888888888888888,0.8666666666666667
litreview,litreview_cap16,16,no_attack,0.0,30,30,0,0.9770833333333333,0.9,0.9
litreview,litreview_cap16,16,synonym,0.2,30,30,0,0.8916666666666667,0.6666666666666666,0.6666666666666666
litreview,litreview_cap16,16,synonym,0.5,30,30,1,0.6875,0.23333333333333334,0.23333333333333334
litreview,litreview_cap16,16,synonym,1.0,30,30,2,0.6354166666666666,0.16666666666666666,0.16666666666666666
litreview,litreview_cap18,18,global_backtranslation,1.0,30,90,0,0.95679012345679,0.8222222222222222,0.7666666666666667
litreview,litreview_cap18,18,global_paraphrase,1.0,30,90,0,0.947530864197531,0.8111111111111111,0.7333333333333333
litreview,litreview_cap18,18,local_backtranslation,0.2,30,90,0,0.95679012345679,0.8444444444444444,0.8
litreview,litreview_cap18,18,local_backtranslation,0.5,30,90,0,0.9512345679012346,0.8222222222222222,0.7666666666666667
litreview,litreview_cap18,18,local_backtranslation,1.0,30,90,0,0.9481481481481481,0.7777777777777778,0.7666666666666667
litreview,litreview_cap18,18,local_paraphrase,0.2,30,90,0,0.9580246913580247,0.8444444444444444,0.8
litreview,litreview_cap18,18,local_paraphrase,0.5,30,90,0,0.9574074074074074,0.8333333333333334,0.8
litreview,litreview_cap18,18,local_paraphrase,1.0,30,90,0,0.9376543209876543,0.7555555555555555,0.6666666666666666
litreview,litreview_cap18,18,no_attack,0.0,30,30,0,0.9407407407407408,0.8,0.8
litreview,litreview_cap18,18,synonym,0.2,30,30,1,0.8425925925925927,0.5666666666666667,0.5666666666666667
litreview,litreview_cap18,18,synonym,0.5,30,30,1,0.75,0.3,0.3
litreview,litreview_cap18,18,synonym,1.0,30,30,0,0.6777777777777778,0.1,0.1
litreview,litreview_cap20,20,global_backtranslation,1.0,30,90,0,0.9333333333333333,0.7222222222222222,0.6333333333333333
litreview,litreview_cap20,20,global_paraphrase,1.0,30,90,0,0.9277777777777777,0.7333333333333333,0.6666666666666666
litreview,litreview_cap20,20,local_backtranslation,0.2,30,90,0,0.951111111111111,0.7666666666666667,0.7
litreview,litreview_cap20,20,local_backtranslation,0.5,30,90,0,0.9427777777777777,0.7555555555555555,0.7333333333333333
litreview,litreview_cap20,20,local_backtranslation,1.0,30,90,0,0.9461111111111111,0.7444444444444445,0.6666666666666666
litreview,litreview_cap20,20,local_paraphrase,0.2,30,90,0,0.9383333333333332,0.7444444444444445,0.6333333333333333
litreview,litreview_cap20,20,local_paraphrase,0.5,30,90,0,0.9488888888888888,0.7777777777777778,0.7333333333333333
litreview,litreview_cap20,20,local_paraphrase,1.0,30,90,0,0.9438888888888889,0.7444444444444445,0.6333333333333333
litreview,litreview_cap20,20,no_attack,0.0,30,30,0,0.955,0.8,0.8
litreview,litreview_cap20,20,synonym,0.2,30,30,1,0.8483333333333333,0.43333333333333335,0.43333333333333335
litreview,litreview_cap20,20,synonym,0.5,30,30,0,0.8,0.3,0.3
litreview,litreview_cap20,20,synonym,1.0,30,30,1,0.645,0.06666666666666667,0.06666666666666667
discop,discop_cap14_len575_sp,14,global_backtranslation,1.0,30,90,0,0.5071428571428571,0.0,0.0
discop,discop_cap14_len575_sp,14,global_paraphrase,1.0,30,90,0,0.5015873015873016,0.0,0.0
discop,discop_cap14_len575_sp,14,local_backtranslation,0.2,30,90,0,0.8492063492063492,0.5111111111111111,0.13333333333333333
discop,discop_cap14_len575_sp,14,local_backtranslation,0.5,30,90,0,0.6222222222222222,0.07777777777777778,0.0
discop,discop_cap14_len575_sp,14,local_backtranslation,1.0,30,90,0,0.49047619047619045,0.0,0.0
discop,discop_cap14_len575_sp,14,local_paraphrase,0.2,30,90,0,0.7714285714285715,0.4,0.1
discop,discop_cap14_len575_sp,14,local_paraphrase,0.5,30,90,0,0.5634920634920635,0.044444444444444446,0.0
discop,discop_cap14_len575_sp,14,local_paraphrase,1.0,30,90,0,0.48174603174603176,0.0,0.0
discop,discop_cap14_len575_sp,14,no_attack,0.0,30,30,0,1.0,1.0,1.0
discop,discop_cap14_len575_sp,14,no_attack_token_channel,0.0,30,30,0,1.0,1.0,1.0
discop,discop_cap14_len575_sp,14,synonym,0.2,30,30,1,0.5142857142857143,0.0,0.0
discop,discop_cap14_len575_sp,14,synonym,0.5,30,30,0,0.5,0.0,0.0
discop,discop_cap14_len575_sp,14,synonym,1.0,30,30,0,0.5190476190476191,0.0,0.0
discop,discop_cap16_len575_sp,16,global_backtranslation,1.0,30,90,0,0.475,0.0,0.0
discop,discop_cap16_len575_sp,16,global_paraphrase,1.0,30,90,0,0.48194444444444445,0.0,0.0
discop,discop_cap16_len575_sp,16,local_backtranslation,0.2,30,90,0,0.7944444444444444,0.37777777777777777,0.1
discop,discop_cap16_len575_sp,16,local_backtranslation,0.5,30,90,0,0.6138888888888889,0.12222222222222222,0.0
discop,discop_cap16_len575_sp,16,local_backtranslation,1.0,30,90,0,0.4875,0.0,0.0
discop,discop_cap16_len575_sp,16,local_paraphrase,0.2,30,90,0,0.7569444444444444,0.37777777777777777,0.13333333333333333
discop,discop_cap16_len575_sp,16,local_paraphrase,0.5,30,90,0,0.6270833333333333,0.07777777777777778,0.0
discop,discop_cap16_len575_sp,16,local_paraphrase,1.0,30,90,0,0.47291666666666665,0.0,0.0
discop,discop_cap16_len575_sp,16,no_attack,0.0,30,30,0,1.0,1.0,1.0
discop,discop_cap16_len575_sp,16,no_attack_token_channel,0.0,30,30,0,1.0,1.0,1.0
discop,discop_cap16_len575_sp,16,synonym,0.2,30,30,0,0.51875,0.0,0.0
discop,discop_cap16_len575_sp,16,synonym,0.5,30,30,0,0.51875,0.0,0.0
discop,discop_cap16_len575_sp,16,synonym,1.0,30,30,1,0.5,0.0,0.0
discop,discop_cap18_len575_sp,18,global_backtranslation,1.0,30,90,0,0.5074074074074074,0.0,0.0
discop,discop_cap18_len575_sp,18,global_paraphrase,1.0,30,90,0,0.512962962962963,0.0,0.0
discop,discop_cap18_len575_sp,18,local_backtranslation,0.2,30,90,0,0.8067901234567901,0.4111111111111111,0.1
discop,discop_cap18_len575_sp,18,local_backtranslation,0.5,30,90,0,0.6228395061728395,0.07777777777777778,0.0
discop,discop_cap18_len575_sp,18,local_backtranslation,1.0,30,90,0,0.5141975308641975,0.0,0.0
discop,discop_cap18_len575_sp,18,local_paraphrase,0.2,30,90,0,0.7537037037037037,0.2777777777777778,0.03333333333333333
discop,discop_cap18_len575_sp,18,local_paraphrase,0.5,30,90,0,0.6080246913580247,0.044444444444444446,0.0
discop,discop_cap18_len575_sp,18,local_paraphrase,1.0,30,90,0,0.5197530864197532,0.0,0.0
discop,discop_cap18_len575_sp,18,no_attack,0.0,30,30,0,1.0,1.0,1.0
discop,discop_cap18_len575_sp,18,no_attack_token_channel,0.0,30,30,0,1.0,1.0,1.0
discop,discop_cap18_len575_sp,18,synonym,0.2,30,30,0,0.5518518518518519,0.0,0.0
discop,discop_cap18_len575_sp,18,synonym,0.5,30,30,0,0.5166666666666667,0.0,0.0
discop,discop_cap18_len575_sp,18,synonym,1.0,30,30,1,0.48333333333333334,0.0,0.0
